TRACK,TREATMENT,LABEL,FUTURE,ADJUST,METHOD,CURVE
2,CC,product.HarvestedVolume.managed.Total.CC,0,R,,21
2,CC,product.QMDNumerator.managed.CWHvm_DR_HW_M.CC,0,R,,22
2,CC,product.Seral.area.immature.CWHvm_DR_HW_M.CC,0,R,,23
2,CC,product.Seral.area.mature.CWHvm_DR_HW_M.CC,0,R,,24
2,CC,product.Seral.area.overmature.CWHvm_DR_HW_M.CC,0,R,,25
2,CC,product.Seral.area.regenerating.CWHvm_DR_HW_M.CC,0,R,,26
2,CC,product.Seral.area.young.CWHvm_DR_HW_M.CC,0,R,,26
2,CC,product.Treated.managed.CC,0,R,,27
2,CC,product.Treated.managed.CWHvm_DR_HW_M.CC,0,R,,27
2,CC,product.Yield.managed.Total,0,R,,21
4,CC,product.HarvestedVolume.managed.Total.CC,0,R,,44
4,CC,product.QMDNumerator.managed.CWHvm_FDC_HW_H.CC,0,R,,45
4,CC,product.Seral.area.immature.CWHvm_FDC_HW_H.CC,0,R,,46
4,CC,product.Seral.area.mature.CWHvm_FDC_HW_H.CC,0,R,,47
4,CC,product.Seral.area.overmature.CWHvm_FDC_HW_H.CC,0,R,,48
4,CC,product.Seral.area.regenerating.CWHvm_FDC_HW_H.CC,0,R,,49
4,CC,product.Seral.area.young.CWHvm_FDC_HW_H.CC,0,R,,49
4,CC,product.Treated.managed.CC,0,R,,50
4,CC,product.Treated.managed.CWHvm_FDC_HW_H.CC,0,R,,50
4,CC,product.Yield.managed.Total,0,R,,44
4,PCT,product.QMDNumerator.managed.CWHvm_FDC_HW_H.PCT,0,R,,51
4,PCT,product.Treated.managed.CWHvm_FDC_HW_H.PCT,0,R,,52
4,PCT,product.Treated.managed.PCT,0,R,,52
5,CC,product.HarvestedVolume.managed.Total.CC,0,R,,44
5,CC,product.QMDNumerator.managed.CWHvm_FDC_HW_H.CC,0,R,,45
5,CC,product.Treated.managed.CC,0,R,,50
5,CC,product.Treated.managed.CWHvm_FDC_HW_H.CC,0,R,,50
5,CC,product.Yield.managed.Total,0,R,,44
5,CT,product.HarvestedVolume.managed.Total.CT,0,R,,54
5,CT,product.QMDNumerator.managed.CWHvm_FDC_HW_H.CT,0,R,,55
5,CT,product.Treated.managed.CT,0,R,,56
5,CT,product.Treated.managed.CWHvm_FDC_HW_H.CT,0,R,,56
5,CT,product.Yield.managed.Total,0,R,,54
6,CC,product.HarvestedVolume.managed.Total.CC,0,R,,60
6,CC,product.QMDNumerator.managed.CWHvm_FDC_HW_H.CC,0,R,,61
6,CC,product.Treated.managed.CC,0,R,,50
6,CC,product.Treated.managed.CWHvm_FDC_HW_H.CC,0,R,,50
6,CC,product.Yield.managed.Total,0,R,,60
6,F1,product.Treated.managed.F1,0,R,,62
7,CC,product.HarvestedVolume.managed.Total.CC,0,R,,65
7,CC,product.QMDNumerator.managed.CWHvm_FDC_HW_H.CC,0,R,,66
7,CC,product.Treated.managed.CC,0,R,,50
7,CC,product.Treated.managed.CWHvm_FDC_HW_H.CC,0,R,,50
7,CC,product.Yield.managed.Total,0,R,,65
7,F2,product.Treated.managed.F2,0,R,,67
8,CC,product.HarvestedVolume.managed.Total.CC,0,R,,70
8,CC,product.QMDNumerator.managed.CWHvm_FDC_HW_H.CC,0,R,,71
8,CC,product.Treated.managed.CC,0,R,,50
8,CC,product.Treated.managed.CWHvm_FDC_HW_H.CC,0,R,,50
8,CC,product.Yield.managed.Total,0,R,,70
8,F3,product.Treated.managed.F3,0,R,,72
9,CC,product.HarvestedVolume.managed.Total.CC,0,R,,75
9,CC,product.QMDNumerator.managed.CWHvm_FDC_HW_H.CC,0,R,,76
9,CC,product.Treated.managed.CC,0,R,,50
9,CC,product.Treated.managed.CWHvm_FDC_HW_H.CC,0,R,,50
9,CC,product.Yield.managed.Total,0,R,,75
11,CC,product.HarvestedVolume.managed.Total.CC,0,R,,92
11,CC,product.QMDNumerator.managed.CWHvm_HW_CW_M.CC,0,R,,93
11,CC,product.Seral.area.immature.CWHvm_HW_CW_M.CC,0,R,,94
11,CC,product.Seral.area.mature.CWHvm_HW_CW_M.CC,0,R,,95
11,CC,product.Seral.area.overmature.CWHvm_HW_CW_M.CC,0,R,,96
11,CC,product.Seral.area.regenerating.CWHvm_HW_CW_M.CC,0,R,,97
11,CC,product.Seral.area.young.CWHvm_HW_CW_M.CC,0,R,,97
11,CC,product.Treated.managed.CC,0,R,,98
11,CC,product.Treated.managed.CWHvm_HW_CW_M.CC,0,R,,98
11,CC,product.Yield.managed.Total,0,R,,92
