TYPE,ROTATION,treatment,AU,IFM,ORIGIN,SILV_STATE,RETENTION
succession,0,,985502004,unmanaged,planted,cc_pl,0.443400273915395
succession,0,,985502004,managed,planted,cc_pl,0.443400273915395
succession,0,,985503001,unmanaged,planted,cc_pl,0.05
succession,0,,985503001,managed,planted,cc_pl,0.05
succession,1,,985503001,managed,planted,cc_pl_pct,0.05
succession,0,,985502003,unmanaged,planted,cc_pl,0.791965229185507
succession,0,,985502003,managed,planted,cc_pl,0.791965229185507
succession,0,,985503000,unmanaged,planted,cc_pl,0.05
succession,0,,985503000,managed,planted,cc_pl,0.05
succession,1,,985503000,managed,planted,cc_pl_pct,0.05
succession,0,,985502004,unmanaged,planted,cc_pl,0.87507664769709
succession,0,,985502004,managed,planted,cc_pl,0.87507664769709
succession,0,,985501003,unmanaged,natural,baseline,0.05
succession,0,,985501003,managed,natural,baseline,0.05
succession,1,,985501003,managed,planted,cc_pl,0.05
succession,0,,985501001,unmanaged,planted,cc_pl,0.192995940536949
succession,0,,985501001,managed,planted,cc_pl,0.192995940536949
succession,0,,985502002,unmanaged,natural,baseline,0.05
succession,0,,985502002,managed,natural,baseline,0.05
succession,1,,985502002,managed,planted,cc_pl,0.05
succession,0,,985503000,unmanaged,planted,cc_pl,0.697286055680556
succession,0,,985503000,managed,planted,cc_pl,0.697286055680556
succession,1,,985503000,managed,planted,cc_pl_pct,0.697286055680556
succession,0,,985501000,unmanaged,planted,cc_pl,0.05
succession,0,,985501000,managed,planted,cc_pl,0.05
succession,0,,985502001,unmanaged,planted,cc_pl,0.256364774617248
succession,0,,985502001,managed,planted,cc_pl,0.256364774617248
succession,1,,985502001,managed,planted,cc_pl_pct,0.256364774617248
succession,0,,985502001,unmanaged,planted,cc_pl,0.109045685782857
succession,0,,985502001,managed,planted,cc_pl,0.109045685782857
succession,1,,985502001,managed,planted,cc_pl_pct,0.109045685782857
succession,0,,985503003,unmanaged,natural,baseline,0.266253246278669
succession,0,,985503003,managed,natural,baseline,0.266253246278669
succession,1,,985503003,managed,planted,cc_pl,0.266253246278669
succession,0,,985501000,unmanaged,natural,baseline,0.315909830740789
succession,0,,985501000,managed,natural,baseline,0.315909830740789
succession,1,,985501000,managed,planted,cc_pl,0.315909830740789
succession,0,,985502002,unmanaged,natural,baseline,0.797504954319513
succession,0,,985502002,managed,natural,baseline,0.797504954319513
succession,1,,985502002,managed,planted,cc_pl,0.797504954319513
succession,0,,985502003,unmanaged,natural,baseline,0.969245694798794
succession,0,,985502003,managed,natural,baseline,0.969245694798794
succession,1,,985502003,managed,planted,cc_pl,0.969245694798794
succession,0,,985503001,unmanaged,planted,cc_pl,0.061148789532034
succession,0,,985503001,managed,planted,cc_pl,0.061148789532034
succession,1,,985503001,managed,planted,cc_pl_pct,0.061148789532034
succession,0,,985503000,unmanaged,natural,baseline,0.13742577067684
succession,0,,985503000,managed,natural,baseline,0.13742577067684
succession,1,,985503000,managed,planted,cc_pl,0.13742577067684
succession,2,,985503000,managed,planted,cc_pl_pct,0.13742577067684
succession,0,,985501000,unmanaged,natural,baseline,0.107125654874757
succession,0,,985501000,managed,natural,baseline,0.107125654874757
succession,1,,985501000,managed,planted,cc_pl,0.107125654874757
succession,0,,985502006,unmanaged,natural,baseline,1.0
succession,0,,985501000,unmanaged,planted,cc_pl,0.642636296932827
succession,0,,985501000,managed,planted,cc_pl,0.642636296932827
succession,0,,985503000,unmanaged,planted,cc_pl,0.109691040645367
succession,0,,985503000,managed,planted,cc_pl,0.109691040645367
succession,1,,985503000,managed,planted,cc_pl_pct,0.109691040645367
succession,0,,985502007,unmanaged,natural,baseline,0.431271423681445
succession,0,,985502007,managed,natural,baseline,0.431271423681445
succession,1,,985502007,managed,planted,cc_pl,0.431271423681445
succession,0,,985502001,unmanaged,planted,cc_pl,0.05
succession,0,,985502001,managed,planted,cc_pl,0.05
succession,1,,985502001,managed,planted,cc_pl_pct,0.05
succession,0,,985503000,unmanaged,planted,cc_pl,0.306905448114809
succession,0,,985503000,managed,planted,cc_pl,0.306905448114809
succession,1,,985503000,managed,planted,cc_pl_pct,0.306905448114809
succession,0,,985503003,unmanaged,natural,baseline,0.787350166556645
succession,0,,985503003,managed,natural,baseline,0.787350166556645
succession,1,,985503003,managed,planted,cc_pl,0.787350166556645
succession,0,,985502002,unmanaged,natural,baseline,0.856396395392073
succession,0,,985502002,managed,natural,baseline,0.856396395392073
succession,1,,985502002,managed,planted,cc_pl,0.856396395392073
succession,0,,985502002,unmanaged,natural,baseline,0.647465729859521
succession,0,,985502002,managed,natural,baseline,0.647465729859521
succession,1,,985502002,managed,planted,cc_pl,0.647465729859521
succession,0,,985501001,unmanaged,natural,baseline,0.088976458379443
succession,0,,985501001,managed,natural,baseline,0.088976458379443
succession,1,,985501001,managed,planted,cc_pl,0.088976458379443
succession,0,,985501003,unmanaged,natural,baseline,0.918249076504804
succession,0,,985501003,managed,natural,baseline,0.918249076504804
succession,1,,985501003,managed,planted,cc_pl,0.918249076504804
succession,0,,985502003,unmanaged,natural,baseline,0.05
succession,0,,985502003,managed,natural,baseline,0.05
succession,1,,985502003,managed,planted,cc_pl,0.05
succession,0,,985502002,unmanaged,planted,cc_pl,0.05
succession,0,,985503000,unmanaged,planted,cc_pl,0.125341138543193
succession,0,,985503000,managed,planted,cc_pl,0.125341138543193
succession,1,,985503000,managed,planted,cc_pl_pct,0.125341138543193
succession,0,,985501000,unmanaged,natural,baseline,0.05
succession,0,,985501000,managed,natural,baseline,0.05
succession,0,,985501001,unmanaged,planted,cc_pl,0.05
succession,0,,985501001,managed,planted,cc_pl,0.05
succession,0,,985501003,unmanaged,natural,baseline,0.060493855449006
succession,0,,985501003,managed,natural,baseline,0.060493855449006
succession,1,,985501003,managed,planted,cc_pl,0.060493855449006
succession,0,,985502004,unmanaged,planted,cc_pl,0.283109415262228
succession,0,,985502004,managed,planted,cc_pl,0.283109415262228
succession,0,,985501001,unmanaged,planted,cc_pl,0.481833114952294
succession,0,,985501001,managed,planted,cc_pl,0.481833114952294
succession,0,,985503003,unmanaged,natural,baseline,0.05
succession,0,,985503003,managed,natural,baseline,0.05
succession,1,,985503003,managed,planted,cc_pl,0.05
succession,0,,985502002,unmanaged,natural,baseline,0.983969345894882
succession,0,,985502002,managed,natural,baseline,0.983969345894882
succession,1,,985502002,managed,planted,cc_pl,0.983969345894882
succession,0,,985502002,unmanaged,natural,baseline,0.99308245193052
succession,0,,985502002,managed,natural,baseline,0.99308245193052
succession,1,,985502002,managed,planted,cc_pl,0.99308245193052
succession,0,,985502004,unmanaged,planted,cc_pl,0.692631972894238
succession,0,,985502004,managed,planted,cc_pl,0.692631972894238
succession,0,,985502002,unmanaged,natural,baseline,0.263349540881975
succession,0,,985502002,managed,natural,baseline,0.263349540881975
succession,1,,985502002,managed,planted,cc_pl,0.263349540881975
succession,0,,985502004,unmanaged,planted,cc_pl,0.880653470438087
succession,0,,985502004,managed,planted,cc_pl,0.880653470438087
succession,0,,985501001,unmanaged,planted,cc_pl,0.276734032554309
succession,0,,985501001,managed,planted,cc_pl,0.276734032554309
succession,0,,985502002,unmanaged,natural,baseline,0.905426141345948
succession,0,,985502002,managed,natural,baseline,0.905426141345948
succession,1,,985502002,managed,planted,cc_pl,0.905426141345948
succession,0,,985502002,unmanaged,natural,baseline,0.999999998093355
succession,0,,985502008,unmanaged,natural,baseline,1.0
succession,0,,985503000,unmanaged,natural,baseline,0.05
succession,0,,985503000,managed,natural,baseline,0.05
succession,0,,985502002,unmanaged,natural,baseline,0.984924030059899
succession,0,,985502002,managed,natural,baseline,0.984924030059899
succession,1,,985502002,managed,planted,cc_pl,0.984924030059899
succession,0,,985503000,unmanaged,planted,cc_pl,0.724304088712463
succession,0,,985503000,managed,planted,cc_pl,0.724304088712463
succession,1,,985503000,managed,planted,cc_pl_pct,0.724304088712463
succession,0,,985503000,unmanaged,planted,cc_pl,0.664856882526568
succession,0,,985503000,managed,planted,cc_pl,0.664856882526568
succession,1,,985503000,managed,planted,cc_pl_pct,0.664856882526568
succession,0,,985501000,unmanaged,planted,cc_pl,0.179407551690969
succession,0,,985501000,managed,planted,cc_pl,0.179407551690969
succession,0,,985502002,unmanaged,natural,baseline,0.829267594682657
succession,0,,985502002,managed,natural,baseline,0.829267594682657
succession,1,,985502002,managed,planted,cc_pl,0.829267594682657
succession,0,,985502001,unmanaged,natural,baseline,0.387966376276418
succession,0,,985502001,managed,natural,baseline,0.387966376276418
succession,1,,985502001,managed,planted,cc_pl,0.387966376276418
succession,2,,985502001,managed,planted,cc_pl_pct,0.387966376276418
succession,0,,985501001,unmanaged,natural,baseline,0.05
succession,0,,985501001,managed,natural,baseline,0.05
succession,0,,985503000,unmanaged,planted,cc_pl,0.696342443313027
succession,0,,985503000,managed,planted,cc_pl,0.696342443313027
succession,1,,985503000,managed,planted,cc_pl_pct,0.696342443313027
succession,0,,985502002,unmanaged,planted,cc_pl,0.294177022183957
succession,0,,985502002,managed,planted,cc_pl,0.294177022183957
succession,0,,985503000,unmanaged,planted,cc_pl,0.819207410730288
succession,0,,985503000,managed,planted,cc_pl,0.819207410730288
succession,1,,985503000,managed,planted,cc_pl_pct,0.819207410730288
succession,0,,985503003,unmanaged,natural,baseline,0.756670517888114
succession,0,,985503003,managed,natural,baseline,0.756670517888114
succession,1,,985503003,managed,planted,cc_pl,0.756670517888114
succession,0,,985502002,unmanaged,natural,baseline,0.973328347569653
succession,0,,985502002,managed,natural,baseline,0.973328347569653
succession,1,,985502002,managed,planted,cc_pl,0.973328347569653
succession,0,,985502002,unmanaged,natural,baseline,0.727976318289745
succession,0,,985502002,managed,natural,baseline,0.727976318289745
succession,1,,985502002,managed,planted,cc_pl,0.727976318289745
succession,0,,985503003,unmanaged,planted,cc_pl,0.05
succession,0,,985503000,unmanaged,planted,cc_pl,0.493085503042317
succession,0,,985503000,managed,planted,cc_pl,0.493085503042317
succession,1,,985503000,managed,planted,cc_pl_pct,0.493085503042317
succession,0,,985501000,unmanaged,planted,cc_pl,0.113468402321016
succession,0,,985501000,managed,planted,cc_pl,0.113468402321016
succession,0,,985503000,unmanaged,natural,baseline,0.597495554911791
succession,0,,985503000,managed,natural,baseline,0.597495554911791
succession,1,,985503000,managed,planted,cc_pl,0.597495554911791
succession,2,,985503000,managed,planted,cc_pl_pct,0.597495554911791
succession,0,,985502007,unmanaged,natural,baseline,0.615485295018412
succession,0,,985502007,managed,natural,baseline,0.615485295018412
succession,1,,985502007,managed,planted,cc_pl,0.615485295018412
succession,0,,985502002,unmanaged,natural,baseline,0.653500058405207
succession,0,,985502002,managed,natural,baseline,0.653500058405207
succession,1,,985502002,managed,planted,cc_pl,0.653500058405207
succession,0,,985502002,unmanaged,natural,baseline,0.340463370629977
succession,0,,985502002,managed,natural,baseline,0.340463370629977
succession,1,,985502002,managed,planted,cc_pl,0.340463370629977
succession,0,,985503001,unmanaged,planted,cc_pl,0.334199542823614
succession,0,,985503001,managed,planted,cc_pl,0.334199542823614
succession,1,,985503001,managed,planted,cc_pl_pct,0.334199542823614
succession,0,,985501003,unmanaged,natural,baseline,0.849119330200394
succession,0,,985501003,managed,natural,baseline,0.849119330200394
succession,1,,985501003,managed,planted,cc_pl,0.849119330200394
succession,0,,985502006,unmanaged,natural,baseline,0.99
succession,0,,985502006,managed,natural,baseline,0.99
succession,1,,985502006,managed,planted,cc_pl,0.99
succession,0,,985502001,unmanaged,planted,cc_pl,0.06575112932525
succession,0,,985502001,managed,planted,cc_pl,0.06575112932525
succession,1,,985502001,managed,planted,cc_pl_pct,0.06575112932525
succession,0,,985503000,unmanaged,planted,cc_pl,0.061851991723474
succession,0,,985503000,managed,planted,cc_pl,0.061851991723474
succession,1,,985503000,managed,planted,cc_pl_pct,0.061851991723474
succession,0,,985502002,unmanaged,natural,baseline,0.474136880122253
succession,0,,985502002,managed,natural,baseline,0.474136880122253
succession,1,,985502002,managed,planted,cc_pl,0.474136880122253
succession,0,,985502004,unmanaged,planted,cc_pl,0.95223817062328
succession,0,,985502004,managed,planted,cc_pl,0.95223817062328
succession,0,,985502002,unmanaged,natural,baseline,0.074049720517391
succession,0,,985502002,managed,natural,baseline,0.074049720517391
succession,1,,985502002,managed,planted,cc_pl,0.074049720517391
succession,0,,985502002,unmanaged,natural,baseline,0.113981880538565
succession,0,,985502002,managed,natural,baseline,0.113981880538565
succession,1,,985502002,managed,planted,cc_pl,0.113981880538565
succession,0,,985503000,unmanaged,planted,cc_pl,0.096416322326649
succession,0,,985503000,managed,planted,cc_pl,0.096416322326649
succession,1,,985503000,managed,planted,cc_pl_pct,0.096416322326649
